1441	1000003480	SUM	26
4183	1000016127	5	248025
4183	1000016127	12	250546
4183	1000016127	SUM	498571
275	1000018273	4	1122
275	1000018273	6	3988
275	1000018273	9	4021
275	1000018273	1	4065
275	1000018273	3	1956
275	1000018273	SUM	15152
2256	1000007782	6	490418
2256	1000007782	9	513739
2256	1000007782	11	3114
2256	1000007782	30	18567
2256	1000007782	21	16684
2256	1000007782	22	536751
2256	1000007782	1	516743
2256	1000007782	3	450209
2256	1000007782	SUM	2546225
2011	1000010622	4	93597
2011	1000010622	6	240701
2011	1000010622	9	255310
2011	1000010622	1	255949
2011	1000010622	3	215934
2011	1000010622	SUM	1061491
4645	1000017695	5	783692
4645	1000017695	7	727907
4645	1000017695	SUM	1511599
3352	1000012832	6	5745
3352	1000012832	9	5789
3352	1000012832	1	5798
3352	1000012832	3	3986
3352	1000012832	SUM	21318
3357	1000016572	6	294466
3357	1000016572	9	304579
3357	1000016572	1	307297
3357	1000016572	3	286339
3357	1000016572	SUM	1192681
299	1000000559	4	160
299	1000000559	SUM	160
3357	1000016573	6	213867
3357	1000016573	9	219386
3357	1000016573	1	221741
3357	1000016573	3	197832
3357	1000016573	SUM	852826
287	945	6	2
287	945	SUM	2
2256	1000007783	6	394295
2256	1000007783	9	412999
2256	1000007783	11	2626
2256	1000007783	30	15756
2256	1000007783	21	13396
2256	1000007783	22	431791
2256	1000007783	1	415414
2256	1000007783	3	363212
2256	1000007783	SUM	2049489
4056	1000015539	6	43
4056	1000015539	9	45
4056	1000015539	1	46
4056	1000015539	3	2
4056	1000015539	SUM	136
4075	1000015778	4	264186
4075	1000015778	6	341127
4075	1000015778	9	366660
4075	1000015778	1	368085
4075	1000015778	3	350869
4075	1000015778	SUM	1690927
4576	1000017440	6	2500
4576	1000017440	9	2088
4576	1000017440	1	2081
4576	1000017440	3	2226
4576	1000017440	SUM	8895
4625	1000017610	4	169184
4625	1000017610	6	230911
4625	1000017610	9	242731
4625	1000017610	11	1537
4625	1000017610	22	247792
4625	1000017610	1	244797
4625	1000017610	3	238226
4625	1000017610	SUM	1375178
3712	1000014024	6	278
3712	1000014024	9	278
3712	1000014024	1	280
3712	1000014024	SUM	836
2909	1000016120	6	15208
2909	1000016120	9	16074
2909	1000016120	1	16259
2909	1000016120	3	14431
2909	1000016120	SUM	61972
4131	1000015889	5	265
4131	1000015889	SUM	265
396	1000000624	1	48
396	1000000624	3	32
396	1000000624	SUM	80
2350	1000017161	6	2453
2350	1000017161	9	2634
2350	1000017161	1	2671
2350	1000017161	3	2563
2350	1000017161	SUM	10321
4203	1000016242	6	63
4203	1000016242	9	64
4203	1000016242	1	64
4203	1000016242	3	62
4203	1000016242	SUM	253
2190	1000017556	6	5817
2190	1000017556	9	6114
2190	1000017556	11	55
2190	1000017556	1	6160
2190	1000017556	3	5506
2190	1000017556	SUM	23652
1442	1000003581	4	316
1442	1000003581	6	887
1442	1000003581	9	894
1442	1000003581	1	894
1442	1000003581	3	691
1442	1000003581	SUM	3682
4284	1000016548	4	184
4284	1000016548	6	805
4284	1000016548	9	751
4284	1000016548	1	756
4284	1000016548	3	740
4284	1000016548	SUM	3236
275	1000018274	4	1158
275	1000018274	6	3736
275	1000018274	9	3831
275	1000018274	1	3868
275	1000018274	3	2168
275	1000018274	SUM	14761
1630	1000017596	6	189197
1630	1000017596	9	199218
1630	1000017596	11	799
1630	1000017596	30	428
1630	1000017596	22	203694
1630	1000017596	1	201006
1630	1000017596	3	192412
1630	1000017596	SUM	986754
4645	1000017696	5	797050
4645	1000017696	7	742543
4645	1000017696	SUM	1539593
4272	1000016558	6	593
4272	1000016558	9	562
4272	1000016558	1	567
4272	1000016558	3	515
4272	1000016558	SUM	2237
1651	1000006683	6	26150
1651	1000006683	9	27414
1651	1000006683	1	27711
1651	1000006683	3	24855
1651	1000006683	SUM	106130
3063	1000011477	4	192
3063	1000011477	6	620
3063	1000011477	9	643
3063	1000011477	1	641
3063	1000011477	3	556
3063	1000011477	SUM	2652
3018	1000018478	5	209163
3018	1000018478	SUM	209163
3052	1000012764	9	45341
3052	1000012764	1	45613
3052	1000012764	3	40056
3052	1000012764	SUM	131010
1441	1000003481	4	2
1441	1000003481	6	6
1441	1000003481	9	7
1441	1000003481	1	7
1441	1000003481	3	5
1441	1000003481	SUM	27
2107	1000007205	4	741
2107	1000007205	6	3352
2107	1000007205	9	3440
2107	1000007205	1	3452
2107	1000007205	3	2986
2107	1000007205	SUM	13971
1445	1000012483	3	27902
1445	1000012483	SUM	27902
4393	1000017856	4	7450
4393	1000017856	6	58024
4393	1000017856	9	62208
4393	1000017856	11	158
4393	1000017856	1	62706
4393	1000017856	3	44035
4393	1000017856	SUM	234581
2636	1000009329	4	670
2636	1000009329	6	3368
2636	1000009329	9	3578
2636	1000009329	1	3601
2636	1000009329	3	2631
2636	1000009329	SUM	13848
501	1000018258	5	33
501	1000018258	SUM	33
1374	1000003282	25	23
1374	1000003282	SUM	23
709	1000017383	12	1535271
709	1000017383	SUM	1535271
3849	1000014612	6	61774
3849	1000014612	9	64557
3849	1000014612	1	64738
3849	1000014612	3	52624
3849	1000014612	SUM	243693
4272	1000016503	6	9564
4272	1000016503	9	9767
4272	1000016503	1	9845
4272	1000016503	3	8779
4272	1000016503	SUM	37955
260	1000000433	4	11
260	1000000433	1	32
260	1000000433	3	17
260	1000000433	SUM	60
3173	1000011983	5	8
3173	1000011983	SUM	8
4285	1000016549	4	739
4285	1000016549	6	2876
4285	1000016549	9	2983
4285	1000016549	1	3037
4285	1000016549	3	2790
4285	1000016549	SUM	12425
4786	1000018178	4	471
4786	1000018178	6	1370
4786	1000018178	9	1330
4786	1000018178	11	1
4786	1000018178	1	1347
4786	1000018178	3	1177
4786	1000018178	SUM	5696
225	1000003264	4	4732
225	1000003264	1	20256
225	1000003264	3	18015
225	1000003264	SUM	43003
3994	1000015285	6	8162
3994	1000015285	9	8655
3994	1000015285	1	8706
3994	1000015285	3	7195
3994	1000015285	SUM	32718
1333	1000003065	7	8
1333	1000003065	SUM	8
3352	1000012834	6	8103
3352	1000012834	9	8212
3352	1000012834	1	8249
3352	1000012834	3	6916
3352	1000012834	SUM	31480
3313	1000013098	4	106145
3313	1000013098	6	412104
3313	1000013098	9	399455
3313	1000013098	22	447027
3313	1000013098	1	400186
3313	1000013098	3	335566
3313	1000013098	SUM	2100483
4646	1000017698	5	207107
4646	1000017698	7	193603
4646	1000017698	SUM	400710
3357	1000016574	6	158084
3357	1000016574	9	160643
3357	1000016574	1	162381
3357	1000016574	3	138122
3357	1000016574	SUM	619230
2350	1000017162	6	2449
2350	1000017162	9	2612
2350	1000017162	1	2657
2350	1000017162	3	2564
2350	1000017162	SUM	10282
709	1000017384	12	288321
709	1000017384	SUM	288321
4625	1000017611	4	24632
4625	1000017611	6	35019
4625	1000017611	9	36819
4625	1000017611	11	328
4625	1000017611	22	37559
4625	1000017611	1	37110
4625	1000017611	3	35568
4625	1000017611	SUM	207035
3052	1000012765	9	45160
3052	1000012765	1	45473
3052	1000012765	3	40189
3052	1000012765	SUM	130822
3871	1000014690	6	6778
3871	1000014690	9	7066
3871	1000014690	1	7112
3871	1000014690	3	4675
3871	1000014690	SUM	25631
3173	1000011984	5	8
3173	1000011984	SUM	8
2011	1000006791	4	93919
2011	1000006791	6	240630
2011	1000006791	9	255325
2011	1000006791	1	255902
2011	1000006791	3	215783
2011	1000006791	SUM	1061559
1824	1000006406	6	21
1824	1000006406	9	20
1824	1000006406	1	21
1824	1000006406	3	20
1824	1000006406	SUM	82
1523	1000004114	4	41354
1523	1000004114	6	203339
1523	1000004114	9	156419
1523	1000004114	SUM	401112
1474	1000017210	4	1258
1474	1000017210	6	6150
1474	1000017210	9	6590
1474	1000017210	1	6640
1474	1000017210	3	6382
1474	1000017210	SUM	27020
1374	1000003283	25	78
1374	1000003283	SUM	78
4393	1000017857	4	6884
4393	1000017857	6	54330
4393	1000017857	9	58328
4393	1000017857	11	160
4393	1000017857	1	58759
4393	1000017857	3	40999
4393	1000017857	SUM	219460
4187	1000016150	6	1
4187	1000016150	SUM	1
2909	1000016121	6	13615
2909	1000016121	9	14345
2909	1000016121	1	14499
2909	1000016121	3	12687
2909	1000016121	SUM	55146
260	1000000434	4	11
260	1000000434	1	32
260	1000000434	3	17
260	1000000434	SUM	60
1692	1000012417	4	2982
1692	1000012417	6	3838
1692	1000012417	9	4045
1692	1000012417	1	4114
1692	1000012417	3	3997
1692	1000012417	SUM	18976
4075	1000015779	4	264186
4075	1000015779	6	341262
4075	1000015779	9	366536
4075	1000015779	1	368068
4075	1000015779	3	350854
4075	1000015779	SUM	1690906
1693	1000012418	4	52154
1693	1000012418	6	60713
1693	1000012418	9	64711
1693	1000012418	1	65095
1693	1000012418	3	63596
1693	1000012418	SUM	306269
4203	1000016243	6	22
4203	1000016243	9	24
4203	1000016243	1	24
4203	1000016243	3	23
4203	1000016243	SUM	93
3063	1000011478	4	1369
3063	1000011478	6	4136
3063	1000011478	9	4268
3063	1000011478	1	4272
3063	1000011478	3	3598
3063	1000011478	SUM	17643
1974	1000019800	4	1463
1974	1000019800	6	4862
1974	1000019800	9	4491
1974	1000019800	1	4518
1974	1000019800	3	3720
1974	1000019800	SUM	19054
4786	1000018179	6	946
4786	1000018179	9	934
4786	1000018179	11	4
4786	1000018179	1	941
4786	1000018179	3	791
4786	1000018179	SUM	3616
3994	1000015286	6	8605
3994	1000015286	9	9027
3994	1000015286	1	9101
3994	1000015286	3	7569
3994	1000015286	SUM	34302
3018	1000018479	5	209181
3018	1000018479	SUM	209181
2619	1000009220	4	181
2619	1000009220	6	465
2619	1000009220	9	476
2619	1000009220	1	478
2619	1000009220	SUM	1600
1441	1000003482	4	2
1441	1000003482	6	13
1441	1000003482	9	11
1441	1000003482	1	11
1441	1000003482	3	9
1441	1000003482	SUM	46
1205	1265	6	2051
1205	1265	9	2076
1205	1265	1	2082
1205	1265	SUM	6209
5393	1000020320	6	53372
5393	1000020320	9	54453
5393	1000020320	30	161
5393	1000020320	1	54788
5393	1000020320	16	58228
5393	1000020320	3	23150
5393	1000020320	SUM	244152
2256	1000007784	6	390283
2256	1000007784	9	408299
2256	1000007784	11	2434
2256	1000007784	30	15547
2256	1000007784	21	13289
2256	1000007784	22	426697
2256	1000007784	1	410734
2256	1000007784	3	359473
2256	1000007784	SUM	2026756
225	1000003265	1	20240
225	1000003265	3	18022
225	1000003265	SUM	38262
287	946	6	2
287	946	SUM	2
2473	1000008650	6	405
2473	1000008650	9	323
2473	1000008650	1	330
2473	1000008650	3	319
2473	1000008650	SUM	1377
2473	1000008651	6	27
2473	1000008651	9	24
2473	1000008651	1	24
2473	1000008651	3	21
2473	1000008651	SUM	96
1200	1000002807	9	645436
1200	1000002807	3	516999
1200	1000002807	SUM	1162435
4272	1000016505	6	9379
4272	1000016505	9	9588
4272	1000016505	1	9646
4272	1000016505	3	8720
4272	1000016505	SUM	37333
3313	1000013099	4	121594
3313	1000013099	6	439482
3313	1000013099	9	427879
3313	1000013099	22	476758
3313	1000013099	1	428677
3313	1000013099	3	355037
3313	1000013099	SUM	2249427
3357	1000016575	6	166587
3357	1000016575	9	169848
3357	1000016575	1	171624
3357	1000016575	3	148641
3357	1000016575	SUM	656700
4625	1000017612	4	26393
4625	1000017612	6	50531
4625	1000017612	9	53044
4625	1000017612	11	131
4625	1000017612	22	54240
4625	1000017612	1	53557
4625	1000017612	3	50730
4625	1000017612	SUM	288626
3052	1000012766	6	42788
3052	1000012766	9	44972
3052	1000012766	1	45211
3052	1000012766	3	40008
3052	1000012766	SUM	172979
5368	1000020181	5	3823
5368	1000020181	7	3467
5368	1000020181	25	1480
5368	1000020181	SUM	8770
398	1000000628	1	1
398	1000000628	SUM	1
3934	1000017317	6	7597609
3934	1000017317	9	7898295
3934	1000017317	1	7953773
3934	1000017317	3	5564053
3934	1000017317	SUM	29013730
2064	1000007681	4	54198
2064	1000007681	6	223738
2064	1000007681	9	234791
2064	1000007681	11	1627
2064	1000007681	30	9226
2064	1000007681	22	245966
2064	1000007681	1	236271
2064	1000007681	3	204952
2064	1000007681	SUM	1210769
1474	1000017211	4	1215
1474	1000017211	6	5872
1474	1000017211	9	6188
1474	1000017211	1	6259
1474	1000017211	3	6031
1474	1000017211	SUM	25565
4187	1000016151	6	1
4187	1000016151	SUM	1
2909	1000016122	6	13577
2909	1000016122	9	14395
2909	1000016122	1	14539
2909	1000016122	3	12732
2909	1000016122	SUM	55243
2906	1000010558	6	1
2906	1000010558	9	1
2906	1000010558	1	1
2906	1000010558	SUM	3
260	1000000435	4	11
260	1000000435	6	33
260	1000000435	9	32
260	1000000435	1	32
260	1000000435	3	17
260	1000000435	SUM	125
5649	1000021254	4	222
5649	1000021254	6	555
5649	1000021254	9	567
5649	1000021254	11	1
5649	1000021254	1	571
5649	1000021254	3	419
5649	1000021254	SUM	2335
4567	1000017400	6	35032
4567	1000017400	9	36631
4567	1000017400	1	36940
4567	1000017400	3	32623
4567	1000017400	SUM	141226
4203	1000016244	6	23
4203	1000016244	9	23
4203	1000016244	1	23
4203	1000016244	3	21
4203	1000016244	SUM	90
1750	1000004809	4	1
1750	1000004809	6	9
1750	1000004809	9	10
1750	1000004809	1	10
1750	1000004809	3	3
1750	1000004809	SUM	33
4662	1000017770	4	40211
4662	1000017770	6	178619
4662	1000017770	9	191752
4662	1000017770	11	1050
4662	1000017770	1	193228
4662	1000017770	3	164758
4662	1000017770	SUM	769618
4069	1000016044	4	3065
4069	1000016044	6	7958
4069	1000016044	9	8136
4069	1000016044	1	8177
4069	1000016044	3	7331
4069	1000016044	SUM	34667
1974	1000019801	4	1472
1974	1000019801	6	4883
1974	1000019801	9	4504
1974	1000019801	1	4531
1974	1000019801	3	3712
1974	1000019801	SUM	19102
1538	1000003954	6	944447
1538	1000003954	9	947703
1538	1000003954	11	13121
1538	1000003954	30	32040
1538	1000003954	31	78221
1538	1000003954	22	1031846
1538	1000003954	1	952461
1538	1000003954	3	852945
1538	1000003954	SUM	4852784
3994	1000015287	6	8399
3994	1000015287	9	8838
3994	1000015287	1	8901
3994	1000015287	3	7380
3994	1000015287	SUM	33518
2619	1000009221	4	184
2619	1000009221	6	462
2619	1000009221	9	477
2619	1000009221	1	478
2619	1000009221	SUM	1601
2550	1000008893	6	1890
2550	1000008893	9	2109
2550	1000008893	1	2117
2550	1000008893	3	1843
2550	1000008893	SUM	7959
1205	1266	4	564
1205	1266	6	1789
1205	1266	9	1864
1205	1266	1	1876
1205	1266	SUM	6093
5393	1000020321	6	127097
5393	1000020321	9	134501
5393	1000020321	30	170
5393	1000020321	1	136377
5393	1000020321	24	129046
5393	1000020321	16	139295
5393	1000020321	3	95533
5393	1000020321	SUM	762019
442	1150	4	198
442	1150	1	766
442	1150	3	602
442	1150	SUM	1566
275	1000018276	4	6561
275	1000018276	6	15840
275	1000018276	9	16249
275	1000018276	1	16375
275	1000018276	3	9937
275	1000018276	SUM	64962
2256	1000007785	6	389272
2256	1000007785	9	407095
2256	1000007785	11	2345
2256	1000007785	30	15473
2256	1000007785	21	13265
2256	1000007785	22	425406
2256	1000007785	1	409458
2256	1000007785	3	358467
2256	1000007785	SUM	2020781
225	1000003267	6	19484
225	1000003267	9	20112
225	1000003267	1	20257
225	1000003267	3	18020
225	1000003267	SUM	77873
3994	1000015288	6	8534
3994	1000015288	9	9007
3994	1000015288	1	9076
3994	1000015288	3	7551
3994	1000015288	SUM	34168
1474	1000017212	4	3842
1474	1000017212	6	20819
1474	1000017212	9	22121
1474	1000017212	1	22334
1474	1000017212	3	20787
1474	1000017212	SUM	89903
1316	1000002996	1	209
1316	1000002996	3	183
1316	1000002996	SUM	392
4963	1000018886	6	219
4963	1000018886	9	238
4963	1000018886	11	1
4963	1000018886	1	242
4963	1000018886	3	155
4963	1000018886	SUM	855
4405	1000016843	5	76793
4405	1000016843	7	70672
4405	1000016843	SUM	147465
2963	1000017887	6	12572
2963	1000017887	9	12863
2963	1000017887	11	77
2963	1000017887	1	12948
2963	1000017887	3	9860
2963	1000017887	SUM	48320
3357	1000016576	6	178926
3357	1000016576	9	182321
3357	1000016576	1	184243
3357	1000016576	3	157418
3357	1000016576	SUM	702908
2256	1000007786	6	388960
2256	1000007786	9	406907
2256	1000007786	11	2323
2256	1000007786	30	15449
2256	1000007786	21	13273
2256	1000007786	22	425146
2256	1000007786	1	409257
2256	1000007786	3	358292
2256	1000007786	SUM	2019607
152	1000000229	4	2
152	1000000229	6	4
152	1000000229	9	1
152	1000000229	SUM	7
770	1000004571	4	714
770	1000004571	6	1468
770	1000004571	9	1439
770	1000004571	1	1435
770	1000004571	SUM	5056
4662	1000017771	4	1023
4662	1000017771	6	5325
4662	1000017771	9	5674
4662	1000017771	11	18
4662	1000017771	1	5720
4662	1000017771	3	4432
4662	1000017771	SUM	22192
2726	1000009681	5	17738
2726	1000009681	SUM	17738
3934	1000017318	6	7336228
3934	1000017318	9	7608042
3934	1000017318	1	7662218
3934	1000017318	3	5848841
3934	1000017318	SUM	28455329
4625	1000017613	4	72609
4625	1000017613	6	97970
4625	1000017613	9	102626
4625	1000017613	11	724
4625	1000017613	22	104846
4625	1000017613	1	103673
4625	1000017613	3	101390
4625	1000017613	SUM	583838
5649	1000021255	4	167
5649	1000021255	6	466
5649	1000021255	9	489
5649	1000021255	1	484
5649	1000021255	3	349
5649	1000021255	SUM	1955
5157	1000019553	6	1892
5157	1000019553	9	1946
5157	1000019553	11	17
5157	1000019553	1	1955
5157	1000019553	3	1504
5157	1000019553	SUM	7314
2473	1000008652	6	342
2473	1000008652	9	279
2473	1000008652	1	288
2473	1000008652	3	290
2473	1000008652	SUM	1199
2909	1000016123	6	13610
2909	1000016123	9	14354
2909	1000016123	1	14498
2909	1000016123	3	12730
2909	1000016123	SUM	55192
1492	1000003804	4	41921
1492	1000003804	6	136364
1492	1000003804	9	143024
1492	1000003804	20	31014
1492	1000003804	30	3885
1492	1000003804	21	5200
1492	1000003804	1	144514
1492	1000003804	3	132723
1492	1000003804	SUM	638645
4187	1000016152	6	1
4187	1000016152	SUM	1
1824	1000006408	6	25
1824	1000006408	9	24
1824	1000006408	1	24
1824	1000006408	3	23
1824	1000006408	SUM	96
5067	1000019221	6	5498
5067	1000019221	9	5713
5067	1000019221	1	5808
5067	1000019221	3	5272
5067	1000019221	SUM	22291
4203	1000016245	6	22
4203	1000016245	9	23
4203	1000016245	1	23
4203	1000016245	3	22
4203	1000016245	SUM	90
4273	1000016507	6	55
4273	1000016507	9	53
4273	1000016507	1	53
4273	1000016507	3	51
4273	1000016507	SUM	212
51	1000000081	6	23
51	1000000081	9	22
51	1000000081	1	22
51	1000000081	3	18
51	1000000081	SUM	85
1506	1000003835	6	131045
1506	1000003835	9	115083
1506	1000003835	1	116097
1506	1000003835	3	111948
1506	1000003835	SUM	474173
5103	1000019356	1	1173
5103	1000019356	SUM	1173
5218	1000019812	6	5
5218	1000019812	9	1
5218	1000019812	1	1
5218	1000019812	3	4
5218	1000019812	SUM	11
275	1000018277	4	6561
275	1000018277	6	15835
275	1000018277	9	16297
275	1000018277	1	16395
275	1000018277	3	9945
275	1000018277	SUM	65033
2963	1000019768	6	10800
2963	1000019768	9	11155
2963	1000019768	11	65
2963	1000019768	1	11242
2963	1000019768	3	9125
2963	1000019768	SUM	42387
775	1000001452	6	166054
775	1000001452	9	179460
775	1000001452	SUM	345514
5368	1000020182	5	4413
5368	1000020182	7	4141
5368	1000020182	25	2076
5368	1000020182	SUM	10630
2550	1000008894	6	1446
2550	1000008894	9	1619
2550	1000008894	1	1630
2550	1000008894	3	1407
2550	1000008894	SUM	6102
5171	1000019616	4	9649
5171	1000019616	6	35594
5171	1000019616	9	37317
5171	1000019616	11	287
5171	1000019616	1	37583
5171	1000019616	3	34980
5171	1000019616	SUM	155410
1909	1000006323	4	2213
1909	1000006323	6	6778
1909	1000006323	9	7009
1909	1000006323	1	7093
1909	1000006323	3	5597
1909	1000006323	SUM	28690
3377	1000016200	4	59441
3377	1000016200	6	178397
3377	1000016200	9	190579
3377	1000016200	11	2137
3377	1000016200	30	7068
3377	1000016200	1	191124
3377	1000016200	24	140917
3377	1000016200	3	144788
3377	1000016200	SUM	914451
225	1000003168	6	19491
225	1000003168	9	20092
225	1000003168	1	20256
225	1000003168	3	17994
225	1000003168	SUM	77833
3582	1000013649	6	1
3582	1000013649	9	1
3582	1000013649	1	1
3582	1000013649	SUM	3
4393	1000017859	4	7343
4393	1000017859	6	57199
4393	1000017859	9	61154
4393	1000017859	11	165
4393	1000017859	1	61602
4393	1000017859	3	43371
4393	1000017859	SUM	230834
3354	1000012838	7	776784
3354	1000012838	SUM	776784
5065	1000019175	4	295399
5065	1000019175	6	394516
5065	1000019175	9	415148
5065	1000019175	11	9144
5065	1000019175	30	2821
5065	1000019175	22	426186
5065	1000019175	1	420175
5065	1000019175	3	402523
5065	1000019175	SUM	2365912
262	1000000438	4	442
262	1000000438	6	2244
262	1000000438	9	2339
262	1000000438	1	2347
262	1000000438	3	1666
262	1000000438	SUM	9038
4272	1000016506	6	9269
4272	1000016506	9	9535
4272	1000016506	1	9606
4272	1000016506	3	8696
4272	1000016506	SUM	37106
4443	1000018234	4	9013
4443	1000018234	6	24599
4443	1000018234	9	26322
4443	1000018234	1	26462
4443	1000018234	3	24899
4443	1000018234	SUM	111295
4567	1000017401	6	35655
4567	1000017401	9	37463
4567	1000017401	1	37788
4567	1000017401	3	32732
4567	1000017401	SUM	143638
225	1000003268	4	4732
225	1000003268	1	20237
225	1000003268	3	18027
225	1000003268	SUM	42996
1474	1000017213	6	877
1474	1000017213	9	910
1474	1000017213	1	921
1474	1000017213	3	934
1474	1000017213	SUM	3642
1316	1000002997	6	208
1316	1000002997	9	209
1316	1000002997	1	209
1316	1000002997	3	183
1316	1000002997	SUM	809
4963	1000018887	6	224
4963	1000018887	9	238
4963	1000018887	11	1
4963	1000018887	1	241
4963	1000018887	3	154
4963	1000018887	SUM	858
4405	1000016844	5	76797
4405	1000016844	7	70639
4405	1000016844	SUM	147436
1375	1000003430	4	24452
1375	1000003430	6	29568
1375	1000003430	9	31387
1375	1000003430	1	31706
1375	1000003430	3	30391
1375	1000003430	SUM	147504
2963	1000017888	6	17117
2963	1000017888	9	18016
2963	1000017888	11	78
2963	1000017888	1	18152
2963	1000017888	3	15225
2963	1000017888	SUM	68588
3357	1000016577	6	153187
3357	1000016577	9	155564
3357	1000016577	1	157228
3357	1000016577	3	136654
3357	1000016577	SUM	602633
14	1000000012	6	7637
14	1000000012	9	8012
14	1000000012	1	8056
14	1000000012	3	6104
14	1000000012	SUM	29809
4893	1000018630	6	21
4893	1000018630	9	17
4893	1000018630	11	1
4893	1000018630	1	17
4893	1000018630	3	15
4893	1000018630	SUM	71
5146	1000019510	6	20490
5146	1000019510	9	21939
5146	1000019510	11	83
5146	1000019510	1	22074
5146	1000019510	3	19905
5146	1000019510	SUM	84491
2256	1000007787	6	401238
2256	1000007787	9	419854
2256	1000007787	11	2328
2256	1000007787	30	15933
2256	1000007787	21	13562
2256	1000007787	22	438691
2256	1000007787	1	422260
2256	1000007787	3	369858
2256	1000007787	SUM	2083724
4662	1000017772	4	1695
4662	1000017772	6	8763
4662	1000017772	9	9407
4662	1000017772	11	26
4662	1000017772	1	9515
4662	1000017772	3	7387
4662	1000017772	SUM	36793
770	1000004572	4	714
770	1000004572	6	1472
770	1000004572	9	1437
770	1000004572	1	1436
770	1000004572	SUM	5059
1856	1000005160	3	89727
1856	1000005160	SUM	89727
5157	1000019554	6	2982
5157	1000019554	9	3134
5157	1000019554	11	15
5157	1000019554	1	3154
5157	1000019554	3	2040
5157	1000019554	SUM	11325
2909	1000016124	6	13552
2909	1000016124	9	14344
2909	1000016124	1	14487
2909	1000016124	3	12736
2909	1000016124	SUM	55119
4187	1000016153	6	1
4187	1000016153	SUM	1
5417	1000020441	6	10
5417	1000020441	9	11
5417	1000020441	1	11
5417	1000020441	3	11
5417	1000020441	SUM	43
5540	1000020910	5	357667
5540	1000020910	25	161862
5540	1000020910	SUM	519529
4203	1000016246	6	23
4203	1000016246	9	23
4203	1000016246	1	23
4203	1000016246	3	22
4203	1000016246	SUM	91
4273	1000016508	6	1
4273	1000016508	9	1
4273	1000016508	1	1
4273	1000016508	3	1
4273	1000016508	SUM	4
4267	1000018521	6	4062
4267	1000018521	9	4166
4267	1000018521	1	4200
4267	1000018521	3	3169
4267	1000018521	SUM	15597
5103	1000019357	1	1169
5103	1000019357	SUM	1169
1974	1000019803	4	38
1974	1000019803	6	166
1974	1000019803	9	169
1974	1000019803	1	170
1974	1000019803	3	149
